,INSTITUICAO_ENSINO_ALUNO,NOME,IDADE_ALUNO,ANOS_PM,FASE_TURMA,PONTO_VIRADA,INDE,INDE_CONCEITO,PEDRA,DESTAQUE_IEG,DESTAQUE_IDA,DESTAQUE_IPV,IAA,IEG,IPS,IDA,IPP,IPV,IAN,Ano,FASE,TURMA,SINALIZADOR_INGRESSANTE,REC_EQUIPE_1,REC_EQUIPE_2,REC_EQUIPE_3,REC_EQUIPE_4,NIVEL_IDEAL,DEFASAGEM,ANO_INGRESSO,BOLSISTA,CG,CF,CT,NOTA_PORT,NOTA_MAT,NOTA_ING,QTD_AVAL,REC_AVA_1,REC_AVA_2,REC_AVA_3,REC_AVA_4,INDICADO_BOLSA
526,Escola Pública,ALUNO-944,14.0,3.0,3H,Não,5.510277666666668,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.58335,2.6,6.875,4.333333333333333,8.333333333333334,5.722213333333335,5.0,2020,,,,,,,,,,,,,,,,,,,,,,,
527,Escola Pública,ALUNO-948,13.0,2.0,2C,Não,7.360557333333334,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.500020000000001,8.9,7.5,6.0,7.916666666666668,7.444443333333333,5.0,2020,,,,,,,,,,,,,,,,,,,,,,,
528,Rede Decisão/União,ALUNO-950,17.0,2.0,7A,Sim,8.161668666666667,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.16668,9.6,7.5,4.833333333333333,7.5,9.29167,10.0,2020,,,,,,,,,,,,,,,,,,,,,,,
529,Escola Pública,ALUNO-951,16.0,0.0,5B,Não,7.0766670000000005,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,7.91667,8.8,7.5,6.0,7.083333333333334,6.833333333333333,5.0,2020,,,,,,,,,,,,,,,,,,,,,,,
530,UNISA,ALUNO-953,18.0,4.0,8A,,8.418335,B,Ametista,Seu destaque em 2020: O seu bom engajamento nas ações de voluntariado.,Ponto a melhorar em 2021: As suas notas na Faculdade.,,9.58335,10.0,7.5,7.4,0.0,0.0,10.0,2020,,,,,,,,,,,,,,,,,,,,,,,
531,Escola Pública,ALUNO-957,10.0,1.0,1N,Não,7.671946,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,7.41668,9.2,7.5,7.5,7.291666666666667,8.055556666666668,5.0,2020,,,,,,,,,,,,,,,,,,,,,,,
532,Rede Decisão/União,ALUNO-958,15.0,2.0,3J,Sim,8.426390666666666,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.16668,9.5,8.125,8.0,8.749999999999998,9.111113333333334,5.0,2020,,,,,,,,,,,,,,,,,,,,,,,
533,Escola Pública,ALUNO-961,9.0,1.0,1N,Não,8.659168666666668,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.50002,9.4,4.375,10.0,7.916666666666668,8.0,10.0,2020,,,,,,,,,,,,,,,,,,,,,,,
534,Rede Decisão/União,ALUNO-962,13.0,3.0,3F,Não,5.500834,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.16668,6.4,4.375,1.3333333333333333,6.666666666666667,4.666663333333334,10.0,2020,,,,,,,,,,,,,,,,,,,,,,,
535,Escola Pública,ALUNO-964,11.0,0.0,1F,Não,8.032502000000001,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.50002,8.1,7.5,9.0,8.125,8.0,5.0,2020,,,,,,,,,,,,,,,,,,,,,,,
536,Escola Pública,ALUNO-965,12.0,2.0,2P,Não,7.073614000000001,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.000020000000001,9.0,6.875,3.5,8.749999999999998,8.055560000000002,5.0,2020,,,,,,,,,,,,,,,,,,,,,,,
537,Escola Pública,ALUNO-968,16.0,0.0,3J,Não,5.580831333333333,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,5.8333200000000005,7.3,6.25,3.6666666666666665,7.291666666666667,5.999996666666666,2.5,2020,,,,,,,,,,,,,,,,,,,,,,,
538,Escola Pública,ALUNO-970,13.0,2.0,2M,Não,7.1841680000000006,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.50002,6.9,7.5,7.0,6.875,7.58333,5.0,2020,,,,,,,,,,,,,,,,,,,,,,,
539,Escola Pública,ALUNO-973,9.0,1.0,1N,Não,8.116390666666666,B,Ametista,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.50002,6.2,7.5,10.0,6.875,7.444443333333333,10.0,2020,,,,,,,,,,,,,,,,,,,,,,,
540,Rede Decisão/União,ALUNO-983,10.0,2.0,2N,Não,7.789724,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.000020000000001,9.9,3.75,5.5,8.125,8.11111,10.0,2020,,,,,,,,,,,,,,,,,,,,,,,
541,Escola Pública,ALUNO-984,10.0,3.0,1H,Não,5.311390666666667,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.50002,4.3,7.5,0.0,7.291666666666667,7.61111,5.0,2020,,,,,,,,,,,,,,,,,,,,,,,
542,Escola Pública,ALUNO-986,14.0,2.0,4F,Não,7.000417666666667,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.16668,4.2,7.5,6.333333333333333,8.4375,6.916665,10.0,2020,,,,,,,,,,,,,,,,,,,,,,,
543,Escola Pública,ALUNO-989,12.0,0.0,2P,Não,7.886668666666667,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.50002,9.6,7.5,7.0,8.333333333333334,7.666666666666667,5.0,2020,,,,,,,,,,,,,,,,,,,,,,,
544,Escola Pública,ALUNO-991,10.0,1.0,2N,Não,6.7994460000000005,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.000020000000001,7.9,6.25,2.5,7.5,7.22222,10.0,2020,,,,,,,,,,,,,,,,,,,,,,,
545,Escola Pública,ALUNO-992,9.0,1.0,0F,Não,7.32,B,Ametista,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.000020000000001,5.6,7.5,9.5,7.5,6.99999,5.0,2020,,,,,,,,,,,,,,,,,,,,,,,
546,Rede Decisão/União,ALUNO-993,14.0,2.0,5F,Não,7.5256255,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,7.08333,8.3,4.375,6.0,8.28125,8.458337499999999,10.0,2020,,,,,,,,,,,,,,,,,,,,,,,
547,Escola Pública,ALUNO-994,11.0,1.0,2F,Não,8.677223999999999,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.50002,9.4,6.875,9.0,7.708333333333334,7.944443333333333,10.0,2020,,,,,,,,,,,,,,,,,,,,,,,
548,Rede Decisão/União,ALUNO-996,10.0,2.0,2G,Não,7.736390666666667,B,Ametista,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.000020000000001,7.3,7.5,6.0,7.708333333333334,8.277776666666668,10.0,2020,,,,,,,,,,,,,,,,,,,,,,,
549,Escola Pública,ALUNO-997,9.0,1.0,1A,Não,8.982502,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.000020000000001,9.6,10.0,9.0,8.125,7.75,10.0,2020,,,,,,,,,,,,,,,,,,,,,,,
550,Rede Decisão/União,ALUNO-999,12.0,2.0,3G,Não,7.004444666666667,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.33334,5.8,3.125,7.333333333333333,6.875,7.72222,10.0,2020,,,,,,,,,,,,,,,,,,,,,,,
551,Escola Pública,ALUNO-1002,14.0,0.0,3J,Não,8.114724,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.16668,9.4,7.5,8.333333333333334,8.125,7.944446666666668,5.0,2020,,,,,,,,,,,,,,,,,,,,,,,
552,Escola Pública,ALUNO-1003,14.0,1.0,3C,Não,7.598890333333334,B,Ametista,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.58335,6.8,7.5,8.0,8.749999999999998,7.777776666666667,5.0,2020,,,,,,,,,,,,,,,,,,,,,,,
553,Escola Pública,ALUNO-1004,8.0,0.0,0H,Não,7.675002000000001,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.000020000000001,10.0,6.25,9.0,2.5,5.5,10.0,2020,,,,,,,,,,,,,,,,,,,,,,,
554,Escola Pública,ALUNO-1006,10.0,1.0,1H,Não,7.8105573333333345,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.000020000000001,9.4,7.5,7.5,7.916666666666668,7.444443333333333,5.0,2020,,,,,,,,,,,,,,,,,,,,,,,
555,Escola Pública,ALUNO-1007,11.0,1.0,2P,Não,7.5266693333333325,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.50002,8.3,7.5,4.0,8.333333333333332,7.666670000000001,10.0,2020,,,,,,,,,,,,,,,,,,,,,,,
556,Escola Pública,ALUNO-1010,9.0,1.0,1B,Não,8.582085,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.000020000000001,9.9,5.0,10.0,7.1875,7.416665,10.0,2020,,,,,,,,,,,,,,,,,,,,,,,
557,Escola Pública,ALUNO-1012,8.0,0.0,1M,Não,8.765835000000001,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.000020000000001,9.1,7.5,10.0,8.125,7.916665,10.0,2020,,,,,,,,,,,,,,,,,,,,,,,
558,Escola Pública,ALUNO-1014,10.0,1.0,1N,Não,6.964446,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.000020000000001,8.6,7.5,5.0,7.5,7.222219999999999,5.0,2020,,,,,,,,,,,,,,,,,,,,,,,
559,Escola Pública,ALUNO-1015,12.0,2.0,3R,Sim,8.052502,B,Ametista,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.16668,7.2,7.5,6.666666666666667,8.125,9.000003333333332,10.0,2020,,,,,,,,,,,,,,,,,,,,,,,
560,Escola Pública,ALUNO-1016,12.0,1.0,2E,Não,7.433890666666667,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.500020000000001,9.6,7.5,6.0,7.916666666666668,7.11111,5.0,2020,,,,,,,,,,,,,,,,,,,,,,,
561,Rede Decisão/União,ALUNO-1017,11.0,2.0,2J,Não,8.473890666666668,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.000020000000001,8.8,7.5,8.5,7.083333333333333,8.277776666666666,10.0,2020,,,,,,,,,,,,,,,,,,,,,,,
562,Escola Pública,ALUNO-1018,17.0,0.0,5L,Não,4.995277333333333,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.33334,4.9,7.5,0.0,8.541666666666666,5.388883333333333,5.0,2020,,,,,,,,,,,,,,,,,,,,,,,
563,Escola Pública,ALUNO-1019,17.0,0.0,5A,Não,6.252775000000001,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,6.24999,6.5,7.5,4.333333333333333,8.333333333333334,6.88888,5.0,2020,,,,,,,,,,,,,,,,,,,,,,,
564,FIAP,ALUNO-1020,18.0,3.0,8A,,6.250001,D,Quartzo,Ponto a melhorar em 2021: Melhorar o seu engajamento nas ações de voluntariado.,Ponto a melhorar em 2021: As suas notas na Faculdade.,,8.75001,0.0,6.875,7.5,0.0,0.0,10.0,2020,,,,,,,,,,,,,,,,,,,,,,,
565,Escola Pública,ALUNO-1021,12.0,1.0,2M,Não,6.782918,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.000020000000001,7.8,6.875,4.5,7.1875,7.58333,5.0,2020,,,,,,,,,,,,,,,,,,,,,,,
566,Escola Pública,ALUNO-1022,8.0,0.0,0F,Não,8.780002,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,10.00002,9.9,7.5,9.0,7.5,7.5,10.0,2020,,,,,,,,,,,,,,,,,,,,,,,
567,Escola Pública,ALUNO-1024,17.0,0.0,5L,Não,3.7622213333333336,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,7.5,2.2,3.125,0.0,7.708333333333334,4.94444,5.0,2020,,,,,,,,,,,,,,,,,,,,,,,
568,Rede Decisão/União,ALUNO-1027,15.0,4.0,5G,Sim,8.069793166666667,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.75001,9.0,4.375,6.333333333333333,8.90625,9.0000025,10.0,2020,,,,,,,,,,,,,,,,,,,,,,,
569,Escola Pública,ALUNO-1028,12.0,1.0,2C,Não,7.73389,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.50002,9.1,7.5,7.5,7.916666666666668,7.111106666666665,5.0,2020,,,,,,,,,,,,,,,,,,,,,,,
570,Escola Pública,ALUNO-1029,10.0,1.0,1D,Sim,8.352502999999999,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.50002,8.7,7.5,9.0,8.125,9.000005,5.0,2020,,,,,,,,,,,,,,,,,,,,,,,
571,Escola Pública,ALUNO-1031,8.0,0.0,0B,Sim,9.166669,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.000020000000001,10.0,7.5,10.0,7.5,8.833335,10.0,2020,,,,,,,,,,,,,,,,,,,,,,,
572,Escola Pública,ALUNO-1034,11.0,1.0,2N,Não,7.751391333333333,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.000020000000001,8.5,7.5,5.5,8.125,7.944446666666668,10.0,2020,,,,,,,,,,,,,,,,,,,,,,,
573,Escola Pública,ALUNO-1035,10.0,0.0,1C,Não,8.263334666666667,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.50002,9.4,7.5,10.0,7.5,7.166663333333332,5.0,2020,,,,,,,,,,,,,,,,,,,,,,,
574,Escola Pública,ALUNO-1036,12.0,0.0,1E,Não,4.701666666666667,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.41668,3.3,6.875,0.0,6.458333333333334,6.833326666666666,5.0,2020,,,,,,,,,,,,,,,,,,,,,,,
575,Escola Pública,ALUNO-1041,12.0,1.0,3M,Não,7.793543333333334,B,Ametista,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.75001,5.4,7.5,8.666666666666666,7.96875,7.79167,10.0,2020,,,,,,,,,,,,,,,,,,,,,,,
576,Escola Pública,ALUNO-1046,14.0,2.0,3R,Sim,7.993334666666667,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,7.5,9.3,7.5,7.666666666666667,8.333333333333334,8.83334,5.0,2020,,,,,,,,,,,,,,,,,,,,,,,
577,Escola Pública,ALUNO-1047,13.0,2.0,4L,Não,4.833887333333333,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,7.5,2.1,7.5,0.0,7.916666666666668,5.611103333333333,10.0,2020,,,,,,,,,,,,,,,,,,,,,,,
578,Escola Pública,ALUNO-1051,12.0,1.0,3F,Não,6.254445333333334,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.16668,2.8,7.5,3.6666666666666665,7.5,7.72222,10.0,2020,,,,,,,,,,,,,,,,,,,,,,,
579,Escola Pública,ALUNO-1056,16.0,1.0,3L,Não,4.336873833333334,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,7.5,3.7,4.375,2.6666666666666665,6.09375,5.0833275,2.5,2020,,,,,,,,,,,,,,,,,,,,,,,
580,Escola Pública,ALUNO-1061,12.0,2.0,2C,Não,7.940278666666668,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.50002,8.5,6.875,9.0,7.916666666666668,7.555549999999999,5.0,2020,,,,,,,,,,,,,,,,,,,,,,,
581,Escola Pública,ALUNO-1067,9.0,2.0,0D,Não,8.312502,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.500020000000001,10.0,7.5,9.5,8.125,7.5,5.0,2020,,,,,,,,,,,,,,,,,,,,,,,
582,Escola Pública,ALUNO-1070,10.0,1.0,0E,Não,7.633334,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.500020000000001,10.0,7.5,9.5,5.0,5.66666,5.0,2020,,,,,,,,,,,,,,,,,,,,,,,
583,Escola Pública,ALUNO-1072,12.0,0.0,3C,Não,8.193334333333334,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.75001,8.3,7.5,7.333333333333333,8.749999999999998,7.833333333333334,10.0,2020,,,,,,,,,,,,,,,,,,,,,,,
